CASEID,ngrdchdc,amb_01,ats_120,ats_130,ats_140,ats_145,alndimmg,bpr_19,brthcan,brthmacr,brthprvc,yrarri,cc_20_1,cc_30_1,cc_40_1,cc_50_1,cc_60_1,cca551c,cca651c,ccdyc1c,ccmoc1c,cp_10_1,cp_20_1,csp_110a,csp_110b,cu0_132,famtype,hsdsizec,marstat,sex,dwelc,acompstc,ehg3_01b,prv,region,famincg2,ttlincg2,lanhmult,lanhome,religflg,rto_100,rto_101,slm_01,srh_110,srh_115,sts_410,sts_420,tsa_010
 3557, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,2,4,21, 4,35,3,4,4,1, 1,1,6,6, 8,2,2,6,6,96
 3558, 4,1,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,1,38, 7,35,3,6,6,2, 4,1,6,6, 9,1,3,6,6,96
 3559, 5,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,1,1,33, 4,35,3,3,3,1, 1,1,6,6, 6,4,3,6,6,96
 3560, 0,2,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,23, 3,59,5,6,1,1, 1,1,6,6,10,3,3,6,6,96
 3561, 3,2,6,6,6,6,96,1,1,6, 4,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,25, 6,13,1,3,3,1, 1,1,6,6,10,2,2,6,6,96
 3562, 0,6,6,6,6,6, 7,6,2,1,96,11,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,1,2,36, 5,24,2,2,2,1, 2,2,6,6, 4,1,1,6,6,96
 3563, 0,6,6,6,6,6, 5,2,2,3,96, 8,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,1,3,16, 2,35,3,5,5,1, 1,1,6,6,10,3,2,6,6,96
 3564, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,2,25, 6,24,2,2,2,1, 2,2,6,6, 8,5,3,6,6,96
 3565, 0,2,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,1,23, 6,13,1,2,2,1, 1,2,6,6, 6,2,3,6,6,96
 3566, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,2,21, 7,24,2,3,3,2, 4,1,6,6, 8,1,2,6,6,96
 3567, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,4,21, 4,35,3,3,2,1, 1,1,6,6, 9,1,4,6,6,96
 3568, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,22, 6,48,4,6,3,1, 1,2,6,6, 7,2,4,6,6,96
 3569, 4,6,6,6,6,6,96,2,2,4,96, 7,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,4,96, 1,35,3,2,1,1, 3,1,6,6, 8,2,3,6,6,96
 3570, 0,2,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,6, 1,2,1,31, 7,59,5,6,3,1, 1,2,6,6, 9,2,2,6,6,96
 3571, 2,6,6,6,6,6, 9,2,2,4,96,10,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,2, 5,2,1,17, 2,48,4,2,2,2, 5,1,6,6, 7,4,4,6,6,96
 3572, 0,2,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,2,2,22, 4,12,1,2,2,1, 1,2,6,6, 7,1,1,6,6,96
 3573, 6,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,2,40, 7,24,2,3,3,1, 2,1,6,6, 7,3,2,6,6,96
 3574, 0,6,6,6,6,6,97,2,2,4,96, 4,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,97, 2,35,3,3,1,1, 3,1,6,6,97,5,4,6,6,96
 3575, 6,2,6,6,6,6,96,1,1,6, 2,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,2,15, 2,11,1,1,1,1, 1,1,6,6, 8,2,2,6,6,96
 3576, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,1,96, 1,24,2,1,1,1, 2,1,6,6, 8,4,3,6,6,96
 3577, 7,2,6,6,6,6,96,1,1,6, 7,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,19, 4,46,4,3,2,1, 1,1,6,6, 6,2,2,6,6,96
 3578, 0,2,6,6,6,6,96,1,1,6, 4,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,4,19, 3,13,1,2,2,1, 1,1,6,6,97,3,3,6,6,96
 3579, 0,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,2,1,96, 1,10,1,3,1,1, 1,1,6,6, 9,2,1,6,6,96
 3580, 6,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,21, 3,48,4,6,5,1, 1,1,6,6, 8,4,3,6,6,96
 3581, 3,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,2,19, 4,24,2,4,1,1, 2,1,6,6, 9,1,1,6,6,96
 3582, 0,6,6,6,6,6, 2,2,2,4,96, 7,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,6, 1,1,7,26, 3,35,3,3,3,1, 1,2,6,6,10,3,2,6,6,96
 3583, 0,2,2,2,1,6,96,1,1,6, 9,96,1, 4,6,1, 1,4,2, 7,96,2,96,6,6,6,5,2, 4,2,3,30, 4,35,3,3,3,1, 1,7,1,1,10,2,2,2,6, 5
 3584, 0,2,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,1,31, 4,47,4,5,5,1, 1,1,6,6, 9,1,1,6,6,96
 3585, 0,6,6,6,6,6, 3,2,2,1,96, 6,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,5, 1,2,1,19, 2,35,3,6,1,1, 3,1,6,6,10,2,2,6,6,96
 3586, 0,2,6,6,6,6,96,1,1,6, 4,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,3, 6,2,1,17, 2,13,1,2,2,1, 1,2,6,6,98,4,3,6,6,96
 3587, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,5, 1,2,1,27, 6,35,3,6,4,1, 1,1,1,2,10,3,2,6,6,96
 3588, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 6,2,1,96, 1,35,3,6,1,2, 5,2,6,6, 4,1,4,6,6,96
 3589, 8,1,6,6,6,6,96,1,1,6, 7,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,2,2,39, 4,46,4,2,2,1, 1,1,6,6, 6,4,4,6,6,96
 3590, 0,6,6,6,6,6, 5,2,2,2,96, 4,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,1,40, 7,35,3,4,4,1, 1,1,6,6, 9,5,2,6,6,96
 3591, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,1,18, 2,35,3,3,3,2, 4,1,6,6, 7,2,2,6,6,96
 3592, 7,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,3,19, 4,24,2,1,1,1, 2,1,6,6,10,2,2,6,6,96
 3593, 0,2,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,2,1,23, 6,47,4,2,1,1, 1,1,6,6, 9,2,1,6,6,96
 3594, 2,2,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,1,15, 6,48,4,1,1,1, 1,1,6,6, 8,2,1,6,6,96
 3595, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,1,1,19, 2,35,3,3,2,1, 1,2,1,2, 7,3,2,6,6,96
 3596, 0,6,6,6,6,6, 8,6,2,2,96,13,2,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,2,1,25, 7,35,3,6,1,1, 1,1,6,6, 9,2,2,6,6,96
 3597, 0,6,6,6,6,6, 4,6,2,4,96,14,2,96,6,6,96,6,6,96,96,6,96,6,6,6,5,6, 6,2,4,16, 2,35,3,1,1,1,97,1,6,6,10,3,1,6,6,96
 3598, 4,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,31, 7,35,3,5,3,1, 1,1,6,6,10,2,2,6,6,96
 3599, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,1,1,22, 5,35,3,6,6,1, 1,1,6,6, 8,2,1,6,6,96
 3600, 0,2,6,6,6,6,96,1,1,6, 2,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,2, 4,2,2,18, 2,11,1,2,2,1, 1,1,6,6, 8,2,2,6,6,96
 3601, 0,6,6,6,6,6, 4,6,2,3,96,14,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 6,2,2,17, 2,24,2,2,1,2, 6,1,6,6, 7,3,2,6,6,96
 3602, 0,6,6,6,6,6, 8,2,2,2,96,12,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,2,4,40, 4,35,3,3,1,2, 8,1,6,6, 9,3,1,6,6,96
 3603, 0,2,6,6,6,6,96,1,1,6, 8,96,1, 4,6,1, 8,2,3,96, 4,2,96,6,6,6,2,4, 1,1,1,17, 2,47,4,3,2,1, 1,1,1,1,10,1,1,6,6,96
 3604, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,1,1,26, 6,35,3,3,2,1, 1,1,6,6, 7,2,2,6,6,96
 3605, 0,6,6,6,6,6,96,7,2,4,96,11,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 6,2,1,96, 1,24,2,6,2,1, 2,1,6,6, 8,2,2,6,6,96
 3606, 2,2,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,20, 2,59,5,3,2,1, 1,2,6,6,10,1,1,6,6,96
 3607, 0,2,6,6,6,6,96,1,1,6, 9,96,1, 4,6,1, 2,1,3,96, 4,2,96,6,6,6,4,4, 1,1,1,17, 2,48,4,5,2,1, 1,2,6,6, 9,2,3,6,6,96
 3608, 0,6,6,6,6,6, 7,6,2,4,96,13,1, 1,1,2, 4,3,1, 1, 1,2,96,6,6,6,2,6, 1,2,1,23, 7,46,4,6,3,1, 3,1,2,1,10,3,1,6,6,96
 3609, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,2,23, 6,24,2,2,2,1, 2,1,6,6, 8,2,2,6,6,96
 3610, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 6,1,1,18, 2,48,4,6,1,1, 1,1,6,6, 8,2,1,6,6,96
 3611, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,5, 1,2,1,35, 4,11,1,4,2,1, 1,1,6,6, 7,2,2,6,6,96
 3612, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,2,1,16, 2,24,2,2,2,1, 1,1,6,6, 8,1,1,6,6,96
 3613, 3,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,2,19, 3,24,2,2,1,1, 2,1,6,6, 9,3,2,6,6,96
 3614, 0,2,6,6,6,6,96,1,1,6, 5,96,1, 5,6,1, 1,1,2,96,96,2,96,6,6,1,2,4, 2,1,1,27, 6,24,2,6,4,1, 2,1,6,6, 8,2,2,6,6,96
 3615, 6,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,2,97, 2,35,3,1,1,1, 1,1,6,6, 5,2,1,6,6,96
 3616, 1,1,6,6,6,6,96,1,1,6, 7,96,6,96,6,6,96,6,6,96,96,6,96,6,6,1,1,2, 2,1,1,96, 1,46,4,3,1,1, 1,1,6,6, 5,5,4,6,6,96
 3617, 3,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,25, 6,24,2,4,3,1, 2,1,6,6, 8,2,3,6,6,96
 3618, 0,6,2,3,5,1, 5,6,2,2,96, 6,6,96,6,6,96,6,6,96,96,6,96,1,2,6,1,3, 1,1,4,96, 1,35,3,2,1,1, 1,1,6,6, 5,3,3,4,5, 3
 3619, 2,1,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,4, 6,2,1,19, 2,47,4,2,2,2, 5,1,6,6, 8,2,1,6,6,96
 3620, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,2,27, 6,24,2,3,3,1, 2,1,6,6, 7,1,1,6,6,96
 3621, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,1,4,29, 5,35,3,5,2,1, 1,1,1,1,10,2,1,6,6,96
 3622, 0,2,1,6,2,6,96,1,1,6, 5,96,1, 2,2,7, 6,2,2,96,96,2,96,6,6,2,1,2, 2,2,2,24, 3,24,2,3,2,1, 2,1,6,6, 8,3,3,2,6, 2
 3623, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,1,2,3, 2,1,1,40, 2,24,2,6,3,1, 2,1,6,6, 8,2,3,6,6,96
 3624, 7,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,2, 3,1,2,26, 3,10,1,2,2,1, 1,1,6,6, 9,2,1,6,6,96
 3625, 6,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,96, 1,24,2,2,1,1, 2,1,6,6, 9,4,2,6,6,96
 3626, 0,2,6,6,6,6, 6,2,2,2,96,12,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,5, 1,2,1,36, 4,48,4,6,3,1, 1,1,6,6, 8,1,2,6,6,96
 3627, 0,2,6,6,6,6,96,1,1,6, 2,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,1,1,97, 2,11,1,5,3,1, 1,1,6,6, 8,2,3,6,6,96
 3628, 0,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,23, 4,10,1,5,2,1, 1,1,6,6, 8,1,2,6,6,96
 3629, 0,1,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,2,4,18, 2,35,3,3,1,1, 1,1,6,6, 8,5,2,6,6,96
 3630, 6,2,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,1,1,96, 1,12,1,3,2,1, 1,1,6,6, 6,4,3,6,6,96
 3631, 0,2,4,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,2, 4,2,1,18, 2,10,1,1,1,1, 1,1,6,6, 8,2,3,2,6, 2
 3632, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,3,33, 6,59,5,5,5,1, 1,2,6,6,10,1,2,6,6,96
 3633, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,1,22, 6,48,4,5,5,1, 1,1,6,6, 8,1,2,6,6,96
 3634, 0,6,6,6,6,6, 6,6,2,4,96,12,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,3,22, 6,35,3,3,3,1, 3,1,6,6, 8,3,1,6,6,96
 3635,97,2,1,6,1,6,96,1,1,6, 4,96,6,96,6,6,96,6,6,96,96,6,96,1,2,6,6,1, 5,1,2,96, 1,13,1,1,1,1, 1,2,6,6, 4,3,5,2,6, 3
 3636, 5,2,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,23, 3,48,4,3,2,1, 1,1,6,6, 5,5,5,6,6,96
 3637, 6,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,2,96, 1,24,2,1,1,1, 2,1,6,6, 9,5,1,6,6,96
 3638, 5,2,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,1,21, 4,47,4,2,2,1, 1,1,6,6,10,3,2,6,6,96
 3639, 0,2,6,6,6,6,96,1,1,6, 2,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,4,23, 7,35,3,6,3,1, 1,1,6,6, 8,4,4,6,6,96
 3640, 0,2,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 6,1,1,17, 2,59,5,1,1,1, 1,1,6,6,10,3,1,6,6,96
 3641, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,4,23, 7,35,3,3,3,1, 3,1,6,6, 7,2,3,6,6,96
 3642, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,1,1,29, 6,35,3,6,4,1, 1,1,6,6, 5,3,3,6,6,96
 3643, 0,6,6,6,6,6, 9,2,2,4,96, 8,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,1,3,17, 6,35,3,4,3,1, 3,1,6,6, 9,3,2,6,6,96
 3644, 7,2,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 1,1,1,25, 6,47,4,3,3,1, 1,1,6,6, 8,4,2,6,6,96
 3645, 2,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,2,1,2, 2,2,4,96, 1,24,2,3,2,1, 2,1,6,6, 8,3,2,6,6,96
 3646, 0,6,6,6,6,6, 6,6,2,1,96,13,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 1,2,2,22, 2,24,2,2,2,1, 3,1,6,6, 8,2,1,6,6,96
 3647, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,1,1,22, 6,59,5,6,5,1, 1,1,6,6, 8,3,3,6,6,96
 3648, 0,6,6,6,6,6,96,6,2,4,96,14,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,3,23, 7,35,3,2,2,1, 3,2,6,6, 7,3,3,6,6,96
 3649, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,2, 6,2,4,23, 4,35,3,3,3,1, 1,1,6,6, 8,1,1,6,6,96
 3650, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,2,1,3, 2,1,1,19, 2,59,5,1,1,1, 1,2,6,6, 9,3,2,6,6,96
 3651, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,6, 1,2,1,18, 2,35,3,2,2,1, 1,1,2,2, 7,2,1,6,6,96
 3652, 0,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,2,1,24, 4,10,1,3,1,1, 1,1,6,6, 8,3,3,6,6,96
 3653, 3,6,6,6,6,6,10,6,2,2,96,12,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 1,1,1,17, 3,47,4,3,3,2, 5,1,6,6,10,3,1,6,6,96
 3654, 0,6,6,6,6,6, 9,2,2,4,96, 9,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,2,20, 4,59,5,1,1,1, 3,1,6,6,10,3,1,6,6,96
 3655, 1,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,40, 3,24,2,2,1,1, 2,1,6,6, 8,3,2,6,6,96
 3656, 0,1,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,2,22, 6,12,1,2,2,1, 1,1,6,6, 7,2,2,6,6,96
 3657, 1,2,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,5, 1,2,1,97, 6,59,5,4,4,2,97,1,6,6, 8,4,3,6,6,96
 3658, 2,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,1,40, 3,10,1,6,6,1, 1,1,6,6, 7,2,2,6,6,96
 3659, 3,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,18, 2,48,4,2,1,1, 1,1,6,6, 5,5,3,6,6,96
 3660, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,3,23, 6,35,3,4,4,1, 1,2,6,6, 8,3,3,6,6,96
 3661, 1,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,1,3,97, 3,35,3,1,1,1, 1,2,6,6, 8,3,2,6,6,96
 3662, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,4,96, 1,48,4,2,2,1, 1,1,6,6, 7,3,3,6,6,96
 3663, 0,6,6,6,6,6, 9,2,2,1,96,11,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,1,1,28, 6,24,2,6,4,1,97,2,6,6, 8,3,3,6,6,96
 3664, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,2,1,2, 2,2,2,25, 7,24,2,3,1,1, 2,2,6,6, 9,1,1,6,6,96
 3665, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,2, 6,1,1,22, 4,35,3,4,2,1, 1,2,6,6, 7,2,3,6,6,96
 3666, 2,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,20, 4,35,3,3,1,1, 1,1,6,6, 9,2,2,6,6,96
 3667, 3,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,2,1,2, 2,2,1,96, 1,24,2,4,2,1, 2,1,6,6,10,3,3,6,6,96
 3668, 2,2,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,18, 2,47,4,6,5,1, 1,1,6,6, 9,2,1,6,6,96
 3669, 0,6,6,6,6,6, 7,2,2,1,96,11,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,2,1,27, 7,35,3,5,2,1, 3,1,6,6, 7,2,3,6,6,96
 3670, 2,2,6,6,6,6,10,7,2,1,96, 6,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,2, 4,2,1,18, 2,35,3,1,1,1, 1,1,6,6,10,3,3,6,6,96
 3671, 0,6,6,6,6,6, 3,2,2,2,96, 4,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,4,24, 6,13,1,2,2,2,97,2,6,6, 4,3,3,6,6,96
 3672, 0,2,6,6,6,6,96,1,1,6, 2,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 6,2,1,16, 2,11,1,3,2,1, 1,2,6,6, 4,3,4,6,6,96
 3673, 0,2,6,6,6,6,96,1,1,6, 6,96,1, 5,6,1, 2,3,3,96, 4,1, 4,6,6,2,4,5, 2,2,1,28, 6,35,3,6,5,1, 1,1,6,6, 9,2,2,6,6,96
 3674, 0,2,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,3,22, 6,59,5,2,2,1, 1,2,6,6, 7,2,2,6,6,96
 3675, 0,2,3,2,1,6,96,1,1,6, 3,96,2,96,6,6,96,6,6,96,96,6,96,1,1,6,3,4, 1,1,1,36, 7,12,1,3,1,1, 1,2,1,1, 9,1,1,1,6, 5
 3676, 0,6,6,6,6,6, 4,2,2,4,96, 8,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,2,1,28, 6,24,2,3,2,1, 3,1,6,6, 9,3,1,6,6,96
 3677, 1,2,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,1,35, 4,47,4,3,3,1, 1,1,6,6, 0,5,5,6,6,96
 3678, 4,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,4,28,97,24,2,3,3,2, 4,1,6,6, 8,1,1,6,6,96
 3679, 2,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,1,24, 6,48,4,3,3,1, 1,1,6,6, 9,2,2,6,6,96
 3680, 3,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,1,97, 2,35,3,1,1,1, 1,1,6,6, 9,1,1,6,6,96
 3681, 2,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,96, 1,24,2,2,1,1, 2,1,6,6, 7,4,3,6,6,96
 3682, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,2,1,2, 2,1,1,24, 4,35,3,4,2,1, 1,1,6,6, 9,2,1,6,6,96
 3683, 4,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,2,18, 2,24,2,4,3,1, 2,1,6,6, 8,3,1,6,6,96
 3684, 5,2,6,6,6,6,96,1,1,6, 4,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,96, 1,24,2,2,1,1, 2,1,6,6, 8,3,2,6,6,96
 3685, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,2, 6,2,1,21, 5,48,4,5,2,1, 1,1,6,6,10,2,2,6,6,96
